iter	Passed	Remaining
352	15843	73921
353	15890	73884
354	15937	73849
355	15981	73804
356	16025	73751
357	16073	73723
358	16118	73677
359	16169	73661
360	16214	73616
361	16256	73557
362	16300	73509
363	16343	73457
364	16391	73423
365	16435	73375
366	16477	73317
367	16521	73270
368	16565	73221
369	16609	73172
370	16651	73115
371	16697	73073
372	16743	73033
373	16787	72986
374	16829	72926
375	16870	72865
376	16915	72820
377	16960	72775
378	17001	72714
379	17044	72662
380	17089	72617
381	17137	72588
382	17187	72563
383	17235	72531
384	17279	72484
385	17321	72427
386	17363	72371
387	17409	72331
388	17454	72284
389	17503	72258
390	17546	72206
391	17591	72159
392	17636	72115
393	17678	72059
394	17723	72013
395	17766	71964
396	17811	71917
397	17854	71865
398	17897	71812
399	17942	71768
400	17982	71703
401	18028	71664
402	18069	71606
403	18114	71559
404	18155	71500
405	18201	71461
406	18253	71445
407	18297	71396
408	18345	71362
409	18387	71307
410	18430	71255
411	18475	71209
412	18518	71160
413	18561	71106
414	18611	71081
415	18655	71034
416	18705	71007
417	18754	70978
418	18806	70960
419	18851	70915
420	18895	70869
421	18941	70830
422	18991	70804
423	19035	70754
424	19079	70706
425	19124	70662
426	19170	70621
427	19218	70588
428	19262	70538
429	19306	70490
430	19351	70447
431	19396	70403
432	19445	70370
433	19494	70340
434	19537	70291
435	19580	70237
436	19625	70191
437	19671	70154
438	19721	70125
439	19763	70070
440	19808	70026
441	19857	69995
442	19902	69950
443	19951	69920
444	19994	69869
445	20038	69820
446	20080	69765
447	20126	69722
448	20174	69690
449	20223	69657
450	20273	69631
451	20316	69578
452	20360	69531
453	20410	69503
454	20453	69452
455	20501	69416
456	20543	69362
457	20590	69325
458	20633	69271
459	20676	69222
460	20718	69165
461	20764	69123
462	20809	69079
463	20849	69018
464	20894	68975
465	20940	68933
466	20983	68880
467	21031	68847
468	21081	68817
469	21125	68771
470	21168	68718
471	21212	68670
472	21256	68622
473	21302	68581
474	21343	68524
475	21390	68484
476	21436	68444
477	21481	68400
478	21528	68360
479	21576	68326
480	21619	68273
481	21665	68232
482	21708	68180
483	21753	68135
484	21794	68078
485	21836	68024
486	21878	67971
487	21921	67920
488	21972	67895
489	22015	67842
490	22058	67792
491	22100	67739
492	22147	67699
493	22191	67653
494	22234	67601
495	22281	67563
496	22324	67511
497	22366	67458
498	22408	67405
499	22450	67351
500	22502	67328
501	22549	67289
502	22597	67254
503	22642	67209
504	22687	67163
505	22730	67113
506	22775	67068
507	22822	67030
508	22864	66976
509	22919	66960
510	22962	66910
511	23005	66859
512	23050	66813
513	23092	66761
514	23134	66709
515	23177	66658
516	23219	66604
517	23261	66550
518	23305	66504
519	23351	66460
520	23396	66417
521	23438	66363
522	23484	66321
523	23532	66287
524	23581	66251
525	23626	66209
526	23677	66179
527	23724	66140
528	23767	66090
529	23809	66038
530	23857	66000
531	23901	65952
532	23944	65904
533	23987	65852
534	24032	65807
535	24080	65771
536	24125	65727
537	24167	65675
538	24214	65635
539	24260	65593
540	24304	65544
541	24353	65512
542	24398	65467
543	24440	65415
544	24484	65365
545	24528	65318
546	24572	65271
547	24616	65225
548	24659	65175
549	24709	65142
550	24753	65095
551	24795	65044
552	24838	64993
553	24885	64953
554	24928	64903
555	24976	64866
556	25021	64822
557	25073	64795
558	25119	64754
559	25169	64722
560	25211	64668
561	25260	64634
562	25305	64590
563	25349	64541
564	25393	64495
565	25438	64451
566	25485	64409
567	25531	64367
568	25576	64323
569	25621	64279
570	25666	64234
571	25708	64181
572	25750	64128
573	25794	64081
574	25837	64031
575	25881	63985
576	25922	63930
577	25966	63883
578	26010	63836
579	26059	63801
580	26105	63757
581	26151	63717
582	26200	63680
583	26245	63636
584	26288	63586
585	26329	63533
586	26374	63486
587	26419	63441
588	26461	63390
589	26509	63353
590	26553	63305
591	26599	63264
592	26642	63215
593	26685	63163
594	26736	63133
595	26778	63081
596	26820	63029
597	26866	62987
598	26909	62938
599	26951	62887
600	26997	62843
601	27039	62792
602	27085	62749
603	27131	62708
604	27173	62656
605	27225	62627
606	27273	62589
607	27316	62540
608	27360	62493
609	27402	62441
610	27445	62393
611	27490	62347
612	27535	62301
613	27576	62250
614	27622	62207
615	27668	62163
616	27717	62127
617	27762	62082
618	27810	62045
619	27858	62007
620	27901	61958
621	27944	61908
622	27994	61875
623	28041	61834
624	28085	61788
625	28131	61744
626	28175	61697
627	28226	61666
628	28272	61623
629	28319	61584
630	28364	61539
631	28411	61499
632	28459	61460
633	28504	61415
634	28546	61363
635	28591	61317
636	28634	61270
637	28677	61219
638	28727	61186
639	28772	61140
640	28813	61089
641	28859	61046
642	28904	61001
643	28955	60967
644	29002	60926
645	29046	60880
646	29091	60836
647	29138	60796
648	29185	60754
649	29226	60701
650	29269	60652
651	29312	60602
652	29355	60554
653	29398	60505
654	29441	60455
655	29484	60406
656	29528	60359
657	29576	60321
658	29620	60275
659	29664	60227
660	29711	60186
661	29756	60142
662	29805	60105
663	29849	60058
664	29892	60010
665	29936	59962
666	29978	59912
667	30026	59872
668	30074	59834
669	30117	59785
670	30162	59739
671	30215	59711
672	30264	59673
673	30307	59626
674	30352	59580
675	30398	59538
676	30445	59496
677	30492	59455
678	30536	59408
679	30584	59370
680	30627	59321
681	30671	59273
682	30714	59225
683	30760	59182
684	30804	59135
685	30850	59092
686	30892	59041
687	30936	58995
688	30980	58949
689	31026	58905
690	31067	58852
691	31109	58801
692	31154	58756
693	31196	58706
694	31241	58661
695	31285	58615
696	31333	58576
697	31378	58531
698	31420	58480
699	31464	58434
700	31514	58399
701	31556	58348
702	31602	58305
703	31644	58254
704	31691	58213
705	31738	58172
706	31789	58137
707	31833	58091
708	31879	58048
709	31923	58002
710	31965	57951
711	32017	57919
712	32063	57876
713	32105	57826
714	32154	57787
715	32205	57753
716	32251	57710
717	32292	57659
718	32335	57610
719	32376	57558
720	32420	57512
721	32467	57469
722	32509	57419
723	32555	57376
724	32602	57335
725	32651	57296
726	32693	57246
727	32735	57196
728	32784	57158
729	32828	57113
730	32874	57069
731	32922	57030
732	32969	56988
733	33014	56944
734	33058	56896
735	33101	56848
736	33148	56806
737	33191	56757
738	33238	56717
739	33285	56675
740	33331	56632
741	33378	56590
742	33426	56549
743	33476	56514
744	33527	56479
745	33578	56444
746	33626	56404
747	33671	56358
748	33716	56314
749	33757	56262
750	33797	56208
751	33844	56167
752	33889	56122
753	33934	56077
754	33982	56038
755	34024	55987
756	34066	55938
757	34112	55893
758	34158	55851
759	34201	55802
760	34248	55761
761	34295	55718
762	34338	55670
763	34384	55626
764	34427	55578
765	34473	55535
766	34513	55482
767	34558	55437
768	34607	55398
769	34655	55358
770	34699	55311
771	34746	55269
772	34788	55220
773	34838	55183
774	34882	55137
775	34925	55087
776	34969	55041
777	35013	54995
778	35061	54955
779	35102	54904
780	35150	54863
781	35196	54820
782	35242	54776
783	35285	54728
784	35327	54678
785	35371	54632
786	35418	54589
787	35471	54556
788	35513	54508
789	35558	54463
790	35602	54416
791	35648	54373
792	35695	54330
793	35739	54284
794	35787	54243
795	35837	54206
796	35881	54160
797	35924	54112
798	35969	54067
799	36014	54021
800	36060	53978
801	36103	53930
802	36149	53886
803	36195	53843
804	36244	53804
805	36304	53780
806	36347	53733
807	36389	53683
808	36431	53633
809	36479	53593
810	36521	53544
811	36562	53492
812	36608	53450
813	36654	53405
814	36700	53362
815	36743	53314
816	36794	53277
817	36849	53246
818	36897	53206
819	36948	53169
820	36989	53118
821	37033	53072
822	37080	53029
823	37123	52981
824	37164	52931
825	37215	52894
826	37260	52849
827	37309	52810
828	37351	52760
829	37394	52712
830	37439	52667
831	37486	52625
832	37528	52576
833	37573	52531
834	37618	52486
835	37661	52438
836	37705	52391
837	37752	52349
838	37795	52301
839	37846	52264
840	37888	52215
841	37931	52166
842	37972	52116
843	38018	52073
844	38063	52027
845	38110	51984
846	38152	51935
847	38201	51896
848	38244	51848
849	38289	51803
850	38332	51755
851	38381	51716
852	38427	51672
853	38469	51623
854	38514	51577
855	38558	51532
856	38606	51490
857	38654	51449
858	38702	51408
859	38745	51360
860	38788	51311
861	38829	51262
862	38874	51217
863	38923	51177
864	38966	51129
865	39012	51085
866	39053	51035
867	39096	50987
868	39138	50938
869	39183	50893
870	39224	50843
871	39269	50798
872	39311	50749
873	39355	50702
874	39401	50658
875	39446	50614
876	39488	50564
877	39529	50515
878	39572	50466
879	39618	50423
880	39664	50379
881	39706	50330
882	39749	50283
883	39791	50235
884	39839	50193
885	39885	50149
886	39929	50103
887	39974	50057
888	40025	50021
889	40069	49973
890	40113	49928
891	40158	49883
892	40209	49845
893	40257	49804
894	40303	49760
895	40349	49716
896	40397	49674
897	40444	49632
898	40493	49592
899	40542	49552
900	40588	49507
901	40634	49463
902	40681	49421
903	40729	49379
904	40783	49345
905	40832	49305
906	40884	49268
907	40936	49231
908	40987	49193
909	41034	49151
910	41086	49114
911	41138	49077
912	41189	49039
913	41240	49000
914	41289	48960
915	41335	48916
916	41385	48877
917	41439	48842
918	41493	48808
919	41541	48766
920	41593	48728
921	41641	48687
922	41691	48647
923	41738	48605
924	41787	48564
925	41834	48521
926	41878	48474
927	41924	48430
928	41975	48391
929	42025	48351
930	42076	48313
931	42125	48272
932	42174	48232
933	42222	48189
934	42267	48143
935	42312	48098
936	42361	48058
937	42412	48019
938	42458	47975
939	42505	47931
940	42556	47892
941	42603	47849
942	42649	47805
943	42698	47764
944	42746	47722
945	42792	47678
946	42833	47627
947	42877	47581
948	42921	47534
949	42968	47491
950	43017	47450
951	43059	47401
952	43111	47363
953	43155	47317
954	43198	47269
955	43240	47221
956	43282	47171
957	43326	47125
958	43366	47075
959	43413	47031
960	43464	46992
961	43507	46944
962	43549	46896
963	43592	46848
964	43637	46803
965	43679	46754
966	43721	46705
967	43767	46661
968	43809	46613
969	43860	46573
970	43902	46525
971	43947	46479
972	43990	46431
973	44031	46382
974	44078	46338
975	44120	46290
976	44164	46243
977	44207	46196
978	44249	46148
979	44299	46107
980	44342	46059
981	44385	46012
982	44431	45967
983	44470	45916
984	44512	45868
985	44555	45821
986	44595	45770
987	44642	45726
988	44688	45682
989	44736	45640
990	44783	45597
991	44823	45546
992	44874	45506
993	44917	45459
994	44961	45413
995	45004	45365
996	45046	45317
997	45090	45271
998	45132	45223
999	45172	45172
1000	45220	45130
1001	45264	45083
1002	45308	45037
1003	45352	44991
1004	45392	44940
1005	45445	44903
1006	45489	44857
1007	45532	44809
1008	45572	44759
1009	45620	44717
1010	45659	44665
1011	45703	44619
1012	45748	44574
1013	45793	44528
1014	45833	44478
1015	45875	44430
1016	45917	44382
1017	45962	44337
1018	46003	44288
1019	46050	44244
1020	46095	44199
1021	46138	44151
1022	46180	44103
1023	46223	44057
1024	46269	44012
1025	46314	43967
1026	46355	43918
1027	46397	43870
1028	46444	43826
1029	46486	43778
1030	46530	43732
1031	46580	43692
1032	46627	43648
1033	46668	43599
1034	46714	43555
1035	46762	43512
1036	46812	43471
1037	46856	43425
1038	46907	43386
1039	46954	43342
1040	46997	43295
1041	47039	43247
1042	47081	43199
1043	47125	43153
1044	47167	43105
1045	47209	43057
1046	47254	43012
1047	47302	42969
1048	47352	42928
1049	47397	42883
1050	47440	42836
1051	47484	42790
1052	47527	42742
1053	47569	42694
1054	47613	42648
1055	47655	42600
1056	47697	42553
1057	47744	42509
1058	47786	42461
1059	47828	42413
1060	47878	42372
1061	47921	42325
1062	47971	42285
1063	48017	42241
1064	48060	42194
1065	48107	42150
1066	48154	42106
1067	48198	42061
1068	48248	42020
1069	48290	41972
1070	48333	41925
1071	48380	41881
1072	48421	41832
1073	48470	41791
1074	48511	41742
1075	48554	41695
1076	48599	41650
1077	48647	41607
1078	48694	41564
1079	48737	41516
1080	48781	41470
1081	48821	41421
1082	48862	41373
1083	48906	41327
1084	48949	41279
1085	48995	41235
1086	49039	41189
1087	49084	41144
1088	49127	41097
1089	49168	41049
1090	49215	41005
1091	49260	40960
1092	49307	40917
1093	49355	40874
1094	49402	40830
1095	49447	40785
1096	49497	40743
1097	49547	40702
1098	49589	40654
1099	49630	40607
1100	49672	40559
1101	49715	40512
1102	49763	40469
1103	49805	40421
1104	49852	40377
1105	49897	40333
1106	49939	40285
1107	49989	40244
1108	50031	40196
1109	50076	40151
1110	50118	40104
1111	50163	40058
1112	50204	40010
1113	50249	39965
1114	50291	39917
1115	50336	39871
1116	50381	39826
1117	50423	39779
1118	50471	39736
1119	50520	39694
1120	50563	39647
1121	50606	39601
1122	50652	39556
1123	50697	39511
1124	50745	39468
1125	50790	39423
1126	50839	39381
1127	50885	39336
1128	50928	39290
1129	50968	39241
1130	51019	39200
1131	51064	39155
1132	51106	39107
1133	51151	39062
1134	51199	39020
1135	51246	38976
1136	51291	38931
1137	51334	38884
1138	51377	38837
1139	51419	38789
1140	51466	38746
1141	51514	38703
1142	51566	38663
1143	51614	38620
1144	51657	38573
1145	51706	38531
1146	51748	38484
1147	51798	38442
1148	51841	38396
1149	51883	38348
1150	51925	38301
1151	51970	38256
1152	52014	38210
1153	52057	38163
1154	52104	38119
1155	52146	38072
1156	52194	38029
1157	52236	37981
1158	52282	37937
1159	52331	37895
1160	52377	37850
1161	52424	37807
1162	52468	37761
1163	52513	37715
1164	52559	37671
1165	52604	37626
1166	52647	37579
1167	52693	37535
1168	52735	37487
1169	52782	37444
1170	52824	37396
1171	52867	37349
1172	52913	37305
1173	52954	37257
1174	52997	37211
1175	53044	37167
1176	53085	37119
1177	53129	37073
1178	53171	37026
1179	53214	36979
1180	53259	36934
1181	53303	36888
1182	53349	36843
1183	53390	36796
1184	53437	36752
1185	53480	36705
1186	53522	36658
1187	53565	36612
1188	53608	36565
1189	53657	36523
1190	53701	36477
1191	53743	36430
1192	53785	36382
1193	53828	36336
1194	53872	36290
1195	53919	36246
1196	53961	36199
1197	54011	36157
1198	54054	36111
1199	54097	36064
1200	54139	36017
1201	54182	35971
1202	54225	35924
1203	54267	35878
1204	54307	35829
1205	54359	35788
1206	54408	35746
1207	54454	35701
1208	54497	35655
1209	54545	35612
1210	54594	35569
1211	54640	35525
1212	54687	35481
1213	54737	35439
1214	54779	35392
1215	54822	35346
1216	54865	35299
1217	54914	35257
1218	54960	35212
1219	55007	35168
1220	55050	35122
1221	55099	35079
1222	55146	35035
1223	55193	34992
1224	55236	34945
1225	55280	34899
1226	55324	34854
1227	55376	34813
1228	55420	34767
1229	55460	34719
1230	55508	34675
1231	55554	34631
1232	55596	34584
1233	55638	34537
1234	55679	34489
1235	55721	34442
1236	55773	34402
1237	55824	34360
1238	55872	34316
1239	55920	34273
1240	55965	34228
1241	56007	34181
1242	56050	34135
1243	56096	34090
1244	56138	34043
1245	56183	33998
1246	56227	33952
1247	56272	33908
1248	56317	33862
1249	56359	33815
1250	56404	33770
1251	56446	33723
1252	56490	33678
1253	56537	33633
1254	56580	33587
1255	56625	33542
1256	56667	33495
1257	56715	33451
1258	56757	33405
1259	56797	33357
1260	56844	33313
1261	56887	33266
1262	56932	33221
1263	56979	33178
1264	57022	33131
1265	57069	33087
1266	57111	33040
1267	57157	32996
1268	57199	32949
1269	57241	32902
1270	57290	32859
1271	57335	32814
1272	57384	32771
1273	57426	32725
1274	57471	32679
1275	57520	32637
1276	57562	32590
1277	57605	32544
1278	57647	32497
1279	57687	32449
1280	57729	32402
1281	57772	32356
1282	57820	32312
1283	57868	32269
1284	57916	32225
1285	57963	32181
1286	58005	32135
1287	58054	32092
1288	58101	32048
1289	58149	32004
1290	58191	31958
1291	58233	31911
1292	58279	31866
1293	58327	31823
1294	58370	31776
1295	58417	31733
1296	58462	31687
1297	58511	31644
1298	58561	31602
1299	58608	31558
1300	58648	31510
1301	58688	31462
1302	58730	31416
1303	58777	31371
1304	58824	31327
1305	58865	31280
1306	58909	31234
1307	58957	31191
1308	59004	31147
1309	59050	31103
1310	59093	31056
1311	59144	31014
1312	59185	30967
1313	59228	30921
1314	59271	30875
1315	59312	30828
1316	59358	30783
1317	59401	30737
1318	59447	30692
1319	59496	30649
1320	59540	30604
1321	59584	30558
1322	59627	30512
1323	59669	30465
1324	59712	30419
1325	59764	30378
1326	59807	30331
1327	59854	30287
1328	59898	30242
1329	59946	30198
1330	59990	30153
1331	60036	30108
1332	60082	30063
1333	60127	30018
1334	60174	29974
1335	60215	29927
1336	60263	29883
1337	60303	29836
1338	60353	29793
1339	60397	29747
1340	60446	29704
1341	60490	29659
1342	60535	29614
1343	60577	29567
1344	60622	29522
1345	60663	29475
1346	60708	29430
1347	60749	29383
1348	60792	29337
1349	60838	29292
1350	60886	29248
1351	60928	29202
1352	60976	29158
1353	61021	29113
1354	61069	29070
1355	61111	29023
1356	61154	28977
1357	61201	28933
1358	61243	28886
1359	61283	28839
1360	61326	28793
1361	61374	28749
1362	61418	28703
1363	61461	28657
1364	61503	28611
1365	61545	28565
1366	61596	28522
1367	61642	28478
1368	61685	28432
1369	61728	28385
1370	61770	28339
1371	61812	28293
1372	61855	28247
1373	61897	28200
1374	61942	28155
1375	61990	28111
1376	62032	28065
1377	62079	28021
1378	62127	27977
1379	62172	27932
1380	62219	27888
1381	62266	27844
1382	62309	27798
1383	62351	27751
1384	62398	27707
1385	62441	27661
1386	62491	27618
1387	62538	27574
1388	62585	27530
1389	62633	27486
1390	62676	27440
1391	62728	27398
1392	62775	27354
1393	62818	27308
1394	62865	27264
1395	62903	27216
1396	62945	27169
1397	62986	27122
1398	63026	27075
1399	63073	27031
1400	63114	26984
1401	63164	26941
1402	63206	26895
1403	63247	26848
1404	63295	26804
1405	63348	26763
1406	63393	26717
1407	63435	26671
1408	63479	26626
1409	63522	26580
1410	63563	26533
1411	63608	26488
1412	63650	26442
1413	63697	26397
1414	63737	26350
1415	63782	26305
1416	63825	26259
1417	63866	26213
1418	63909	26167
1419	63953	26121
1420	64002	26078
1421	64051	26034
1422	64095	25989
1423	64138	25943
1424	64180	25897
1425	64224	25851
1426	64267	25805
1427	64309	25759
1428	64353	25714
1429	64402	25670
1430	64452	25627
1431	64494	25581
1432	64540	25536
1433	64584	25491
1434	64627	25445
1435	64670	25399
1436	64717	25355
1437	64761	25309
1438	64804	25264
1439	64849	25219
1440	64891	25173
1441	64936	25127
1442	64981	25082
1443	65030	25039
1444	65072	24993
1445	65114	24947
1446	65158	24901
1447	65202	24856
1448	65248	24811
1449	65299	24768
1450	65350	24725
1451	65391	24679
1452	65437	24634
1453	65481	24589
1454	65524	24543
1455	65566	24497
1456	65608	24451
1457	65650	24404
1458	65694	24359
1459	65735	24312
1460	65777	24266
1461	65820	24221
1462	65863	24175
1463	65912	24131
1464	65956	24086
1465	65999	24040
1466	66041	23994
1467	66087	23949
1468	66131	23904
1469	66176	23859
1470	66219	23813
1471	66263	23768
1472	66311	23724
1473	66356	23679
1474	66406	23636
1475	66449	23590
1476	66494	23545
1477	66537	23499
1478	66589	23457
1479	66641	23414
1480	66683	23368
1481	66726	23322
1482	66779	23280
1483	66822	23234
1484	66868	23190
1485	66917	23146
1486	66964	23102
1487	67007	23056
1488	67051	23010
1489	67099	22966
1490	67144	22922
1491	67186	22875
1492	67228	22829
1493	67270	22783
1494	67313	22738
1495	67360	22693
1496	67410	22650
1497	67452	22604
1498	67495	22558
1499	67541	22513
1500	67587	22469
1501	67632	22424
1502	67677	22379
1503	67721	22333
1504	67764	22288
1505	67813	22244
1506	67855	22198
1507	67900	22153
1508	67945	22108
1509	67987	22062
1510	68035	22018
1511	68083	21974
1512	68132	21930
1513	68175	21884
1514	68217	21838
1515	68264	21794
1516	68313	21750
1517	68357	21705
1518	68403	21660
1519	68448	21615
1520	68490	21569
1521	68536	21524
1522	68587	21481
1523	68634	21437
1524	68677	21391
1525	68729	21348
1526	68773	21303
1527	68824	21259
1528	68866	21213
1529	68909	21168
1530	68957	21124
1531	69000	21078
1532	69051	21035
1533	69096	20990
1534	69143	20945
1535	69190	20901
1536	69232	20855
1537	69274	20809
1538	69324	20765
1539	69369	20720
1540	69417	20676
1541	69458	20630
1542	69504	20585
1543	69552	20541
1544	69598	20496
1545	69640	20450
1546	69683	20404
1547	69730	20360
1548	69771	20314
1549	69814	20268
1550	69859	20223
1551	69900	20177
1552	69945	20132
1553	69986	20086
1554	70036	20042
1555	70081	19997
1556	70123	19951
1557	70169	19906
1558	70218	19863
1559	70261	19817
1560	70307	19772
1561	70355	19728
1562	70399	19683
1563	70452	19640
1564	70504	19597
1565	70548	19551
1566	70597	19507
1567	70641	19462
1568	70691	19418
1569	70733	19372
1570	70776	19327
1571	70822	19282
1572	70864	19236
1573	70915	19193
1574	70958	19147
1575	71002	19102
1576	71053	19058
1577	71100	19014
1578	71147	18969
1579	71190	18924
1580	71238	18879
1581	71282	18834
1582	71324	18788
1583	71371	18744
1584	71415	18698
1585	71462	18654
1586	71505	18608
1587	71547	18562
1588	71591	18517
1589	71636	18472
1590	71684	18427
1591	71732	18383
1592	71777	18338
1593	71822	18293
1594	71867	18248
1595	71909	18202
1596	71951	18156
1597	71993	18111
1598	72039	18066
1599	72087	18021
1600	72131	17976
1601	72175	17931
1602	72219	17885
1603	72261	17840
1604	72306	17794
1605	72356	17751
1606	72406	17707
1607	72450	17661
1608	72494	17616
1609	72541	17572
1610	72589	17527
1611	72640	17484
1612	72686	17439
1613	72731	17394
1614	72779	17350
1615	72823	17304
1616	72867	17259
1617	72913	17214
1618	72958	17169
1619	73002	17124
1620	73050	17079
1621	73095	17034
1622	73137	16988
1623	73192	16945
1624	73239	16901
1625	73283	16856
1626	73329	16811
1627	73376	16766
1628	73423	16722
1629	73471	16677
1630	73520	16633
1631	73563	16587
1632	73610	16543
1633	73652	16497
1634	73694	16451
1635	73744	16407
1636	73792	16363
1637	73836	16317
1638	73880	16272
1639	73924	16227
1640	73967	16181
1641	74009	16136
1642	74054	16090
1643	74102	16046
1644	74147	16001
1645	74190	15955
1646	74238	15911
1647	74288	15867
1648	74335	15822
1649	74378	15777
1650	74420	15731
1651	74465	15686
1652	74507	15640
1653	74558	15596
1654	74599	15550
1655	74642	15505
1656	74685	15460
1657	74731	15415
1658	74777	15370
1659	74820	15324
1660	74862	15278
1661	74912	15234
1662	74958	15190
1663	75001	15144
1664	75049	15100
1665	75091	15054
