iter	Logloss
395	0.2072668774
396	0.2071517508
397	0.2070916901
398	0.2070677843
399	0.2070226677
400	0.2070049916
401	0.2069170397
402	0.2068618113
403	0.206833622
404	0.2067934343
405	0.2067300548
406	0.2066670402
407	0.2066314079
408	0.2065831485
409	0.206540076
410	0.2064952861
411	0.2063881717
412	0.2062754008
413	0.2061858461
414	0.2061247829
415	0.2060299401
416	0.2059682062
417	0.2058946132
418	0.2058300229
419	0.2057844956
420	0.2057081495
421	0.2056842562
422	0.2055997939
423	0.2055608215
424	0.2054758082
425	0.2054458872
426	0.2053957077
427	0.2053741899
428	0.2053327513
429	0.2052987394
430	0.2052763021
431	0.20520138
432	0.2051678069
433	0.2051140964
434	0.2050745221
435	0.2050235666
436	0.2049851667
437	0.2049270254
438	0.2048693608
439	0.2048306899
440	0.2047854583
441	0.2047575682
442	0.2047030768
443	0.204652857
444	0.2046251146
445	0.204586702
446	0.2045456382
447	0.2044997452
448	0.2044286302
449	0.2043610227
450	0.2042900644
451	0.2042523512
452	0.2042243491
453	0.2041562628
454	0.2041080416
455	0.2040692975
456	0.2040285485
457	0.2039914024
458	0.2039441192
459	0.2038967221
460	0.203859939
461	0.2037879487
462	0.2037343277
463	0.2037198903
464	0.2036578404
465	0.2036311597
466	0.2035685686
467	0.2035380881
468	0.2034825317
469	0.2034157179
470	0.2033937399
471	0.2033008915
472	0.2032694825
473	0.2032339211
474	0.2032025146
475	0.203143543
476	0.2031112856
477	0.2030835074
478	0.2030326497
479	0.202988476
480	0.2028917365
481	0.2028297675
482	0.2028094324
483	0.2027866764
484	0.2027582847
485	0.2027257033
486	0.2026945491
487	0.2026397151
488	0.202600067
489	0.2025760809
490	0.2025309712
491	0.2024753735
492	0.2024070694
493	0.2023888354
494	0.2023657788
495	0.2023276007
496	0.2022954238
497	0.2022616199
498	0.2022256408
499	0.2022006647
500	0.2021701371
501	0.2021305762
502	0.2020993249
503	0.2020505487
504	0.2020030583
505	0.201848193
506	0.2018102681
507	0.2017730047
508	0.2017397953
509	0.2016791259
510	0.2016371399
511	0.2016149352
512	0.2015844491
513	0.2015026572
514	0.2014644834
515	0.2014454943
516	0.2014143186
517	0.2013865499
518	0.2013011497
519	0.2012691598
520	0.2012168723
521	0.2011613588
522	0.2011045152
523	0.2010135951
524	0.2009721917
525	0.2009386984
526	0.2008676811
527	0.200824002
528	0.2007952658
529	0.2007682182
530	0.2007440461
531	0.2007047496
532	0.2006728723
533	0.2006024812
534	0.2005593203
535	0.2005240929
536	0.2004838867
537	0.2004153056
538	0.2003908797
539	0.2003591125
540	0.2002928159
541	0.2002511839
542	0.2002217476
543	0.2001937691
544	0.2001462473
545	0.200123685
546	0.2001102244
547	0.2000511433
548	0.1999728432
549	0.1999342472
550	0.1998836646
551	0.1998452431
552	0.1998156964
553	0.1997959951
554	0.1997530621
555	0.1997148395
556	0.1996949603
557	0.19965127
558	0.1996303934
559	0.1995643816
560	0.1995388327
561	0.199511764
562	0.1994649025
563	0.199427566
564	0.1993695741
565	0.1993346234
566	0.1992898755
567	0.199250712
568	0.1991919368
569	0.1990754435
570	0.1990494472
571	0.1990223992
572	0.1989984366
573	0.198939292
574	0.1989015747
575	0.1988289917
576	0.1988059347
577	0.1987830808
578	0.1987305338
579	0.1986465904
580	0.1985810768
581	0.198551364
582	0.1985151671
583	0.1984821998
584	0.1984695186
585	0.1984512922
586	0.1984236008
587	0.1983868121
588	0.1983608198
589	0.198277467
590	0.1982472662
591	0.1982138716
592	0.1981988021
593	0.1981727461
594	0.1980981808
595	0.198068066
596	0.1980485652
597	0.1980177362
598	0.1979929791
599	0.1979456255
600	0.1979207424
601	0.1978968244
602	0.1978466074
603	0.197744786
604	0.1977183356
605	0.1976918548
606	0.1976413873
607	0.1976030742
608	0.1975657119
609	0.1975489212
610	0.1975109262
611	0.1974706242
612	0.1974102317
613	0.1973553815
614	0.1973198619
615	0.1973019317
616	0.1972720422
617	0.1972425844
618	0.197160455
619	0.1971223314
620	0.1970882095
621	0.1970531407
622	0.197006479
623	0.196982873
624	0.1969355051
625	0.196894078
626	0.1968703299
627	0.196832433
628	0.1968104563
629	0.1967827635
630	0.1967418789
631	0.1966951015
632	0.1966628241
633	0.1966457306
634	0.1966027645
635	0.1965797551
636	0.1965513568
637	0.196532512
638	0.1965117932
639	0.1964706171
640	0.1964482924
641	0.1964170266
642	0.1963881363
643	0.1963744341
644	0.1963179499
645	0.1962813426
646	0.196234849
647	0.1962105155
648	0.19617976
649	0.1961636941
650	0.1961512863
651	0.1961248366
652	0.1960935719
653	0.1960746698
654	0.1960154188
655	0.1959813287
656	0.1959350355
657	0.1958797223
658	0.1958345066
659	0.1957905934
660	0.1957509057
661	0.1957114512
662	0.1956417332
663	0.1956193688
664	0.1955713599
665	0.1955394488
666	0.1955103096
667	0.1954846261
668	0.1954559135
669	0.195427813
670	0.1953746064
671	0.195350584
672	0.1952841259
673	0.1952593257
674	0.1952400274
675	0.1951452995
676	0.1951153718
677	0.1950833474
678	0.1950142859
679	0.1949851865
680	0.1948802379
681	0.1948666923
682	0.1948368371
683	0.1948092055
684	0.1947700194
685	0.1947590363
686	0.1947050389
687	0.1946811244
688	0.1946502583
689	0.1946085798
690	0.1945965608
691	0.1945819997
692	0.1945463511
693	0.1945292339
694	0.194507568
695	0.1944760224
696	0.1944382184
697	0.194411918
698	0.1943654089
699	0.1943336911
700	0.1943048072
701	0.1942828075
702	0.1942578039
703	0.1942313273
704	0.1941520152
705	0.1941151731
706	0.1940723384
707	0.1940522929
708	0.1940244078
709	0.1940065489
710	0.1939833628
711	0.1939650267
712	0.193942881
713	0.1939159437
714	0.1938903555
715	0.1938208744
716	0.1937586845
717	0.1937184059
718	0.1936638097
719	0.1936276644
720	0.1935900055
721	0.1935411122
722	0.1935246084
723	0.1934962005
724	0.1934849932
725	0.1934527443
726	0.1934030028
727	0.1933751276
728	0.1932974603
729	0.1932743358
730	0.1932514458
731	0.1932357383
732	0.1932172753
733	0.1931969312
734	0.1931760984
735	0.1931589765
736	0.1931055902
737	0.1930735029
738	0.1930573193
739	0.1930216237
740	0.1929797973
741	0.1929456764
742	0.1929225334
743	0.1929073593
744	0.1928767919
745	0.1928504787
746	0.1928195204
747	0.1927986109
748	0.1927766994
749	0.1927641494
750	0.1927539118
751	0.1927274004
752	0.1926994196
753	0.1926678603
754	0.1926456107
755	0.1926271063
756	0.1926158849
757	0.1926019868
758	0.1925828889
759	0.1925393928
760	0.1925102531
761	0.1924762356
762	0.1924402778
763	0.1924082985
764	0.1923677801
765	0.1923445442
766	0.1923332058
767	0.1923113516
768	0.1922902185
769	0.1922740988
770	0.1922493594
771	0.1921911165
772	0.1921751843
773	0.1921418634
774	0.1920669509
775	0.1920322723
776	0.1920090534
777	0.1919744316
778	0.1919580953
779	0.1919408018
780	0.1919259799
781	0.1919052045
782	0.1918767101
783	0.1918570998
784	0.191838258
785	0.1918116498
786	0.191780937
787	0.1917360163
788	0.1917030263
789	0.1916719413
790	0.1916184647
791	0.1915927193
792	0.1915264975
793	0.1914780471
794	0.1914326097
795	0.1913992283
796	0.1913729727
797	0.1913346332
798	0.1913090068
799	0.1912858301
800	0.1912635673
801	0.1912404051
802	0.1912051949
803	0.1911807332
804	0.1911590054
805	0.1910794269
806	0.1910608903
807	0.1910442274
808	0.1910244359
809	0.1909955135
810	0.1909541485
811	0.1909436625
812	0.1908850237
813	0.190860785
814	0.1908352599
815	0.1908228494
816	0.1907940698
817	0.1907304123
818	0.1906887252
819	0.1906187281
820	0.190601799
821	0.1905709776
822	0.1905501764
823	0.1905210586
824	0.1905015357
825	0.190443533
826	0.1904264491
827	0.190409138
828	0.1904003295
829	0.1903698719
830	0.1903488642
831	0.1903181401
832	0.1902880967
833	0.1902758054
834	0.1902655902
835	0.1902467146
836	0.190214851
837	0.1901742608
838	0.1901585236
839	0.1901268297
840	0.1901140584
841	0.1900781166
842	0.1900682159
843	0.1900089495
844	0.1899889853
845	0.1899657165
846	0.1899452199
847	0.1899271665
848	0.1898970709
849	0.1898818842
850	0.1898318534
851	0.1898092734
852	0.1897805406
853	0.1897470868
854	0.1897269134
855	0.189691226
856	0.1896222673
857	0.1896086137
858	0.1895864855
859	0.1895738689
860	0.1895310201
861	0.1895154743
862	0.1894898697
863	0.1894748316
864	0.1894620659
865	0.189435299
866	0.1894039959
867	0.1893784643
868	0.1893519903
869	0.1893321132
870	0.1893119836
871	0.1892910905
872	0.1892827114
873	0.1892445318
874	0.1892294739
875	0.189210477
876	0.1891980954
877	0.1891797886
878	0.1891680324
879	0.1891493022
880	0.1891234827
881	0.1891091068
882	0.1890651502
883	0.1890484942
884	0.1890112851
885	0.18898219
886	0.1889708244
887	0.1889510412
888	0.1889391633
889	0.1889253623
890	0.1889159508
891	0.1889049664
892	0.188860103
893	0.1888446625
894	0.1888134491
895	0.1887954516
896	0.1887732628
897	0.1887558131
898	0.1887384747
899	0.1887190041
900	0.1886900466
901	0.1886756932
902	0.1886465904
903	0.1886255501
904	0.1885703669
905	0.1885481028
906	0.1885339561
907	0.1885052678
908	0.1884869913
909	0.1884567672
910	0.1884211893
911	0.188358852
912	0.1883303422
913	0.1883121078
914	0.1882639503
915	0.1882219825
916	0.1882087222
917	0.188170543
918	0.1881215069
919	0.1880864584
920	0.1880741279
921	0.1880556984
922	0.1880413939
923	0.1880257757
924	0.1879924198
925	0.1879721467
926	0.187937286
927	0.1879277053
928	0.1878912697
929	0.1878785779
930	0.1878501037
931	0.1878308721
932	0.1878075001
933	0.1877827097
934	0.1877624783
935	0.1877324031
936	0.1877119909
937	0.1876833617
938	0.1876714801
939	0.1876417453
940	0.1876304423
941	0.1875890736
942	0.187576167
943	0.187558893
944	0.1875399779
945	0.1875276912
946	0.1875150108
947	0.1875039973
948	0.1874765071
949	0.1874450766
950	0.1874210364
951	0.1873946322
952	0.1873502297
953	0.18733408
954	0.1873175444
955	0.1872808303
956	0.1872303959
957	0.187180648
958	0.1871706507
959	0.1871503952
960	0.1871158641
961	0.1870764778
962	0.1870642525
963	0.1870396775
964	0.1870282725
965	0.187002694
966	0.1869874585
967	0.1869716522
968	0.1869564562
969	0.1869293555
970	0.1869078243
971	0.1868910967
972	0.1868781742
973	0.1868642635
974	0.186821576
975	0.1868109466
976	0.1867924701
977	0.1867747773
978	0.1867597748
979	0.1866718539
980	0.1866672815
981	0.1866369151
982	0.1866222965
983	0.1866163056
984	0.1866061569
985	0.1865880169
986	0.1865776719
987	0.1865662301
988	0.1865242802
989	0.1865090403
990	0.186482015
991	0.1864696271
992	0.1864213948
993	0.1864050241
994	0.1863724791
995	0.1863552774
996	0.186333229
997	0.1863215979
998	0.1862918439
999	0.1862858459
1000	0.1862667183
1001	0.1862519034
1002	0.1862354916
1003	0.1861976243
1004	0.1861928563
1005	0.1861628051
1006	0.1861510824
1007	0.1861381065
1008	0.1861328393
1009	0.1860748837
1010	0.1860701305
1011	0.1860375548
1012	0.1860273376
1013	0.1860104021
1014	0.1859995276
1015	0.1859837122
1016	0.1859635051
1017	0.1859371458
1018	0.1859138178
1019	0.1858785561
1020	0.1858632889
1021	0.18584806
1022	0.1858444776
1023	0.1858104159
1024	0.1857830639
1025	0.1857660418
1026	0.1857564359
1027	0.185742718
1028	0.1857256413
1029	0.1857038276
1030	0.1856906032
1031	0.1856770444
1032	0.1856566505
1033	0.1856420369
1034	0.1856290613
1035	0.185575422
1036	0.1855439281
1037	0.1855313514
1038	0.1854928717
1039	0.1854767115
1040	0.1854447147
1041	0.1854391976
1042	0.1854187377
1043	0.1854021041
1044	0.1853926599
1045	0.1853893142
1046	0.1853622896
1047	0.1853498053
1048	0.1853383105
1049	0.1853242449
1050	0.1852944658
1051	0.1852654312
1052	0.1852426929
1053	0.1852277986
1054	0.1852131353
1055	0.1852048706
1056	0.18517252
1057	0.1851412281
1058	0.1851182208
1059	0.1851004286
1060	0.1850882042
1061	0.1850730021
1062	0.1850231863
1063	0.1850082785
1064	0.1849951506
1065	0.184954373
1066	0.1849371752
1067	0.1849305161
1068	0.1848859259
1069	0.1848702483
1070	0.1848444671
1071	0.184832701
1072	0.1848220478
1073	0.1847932565
1074	0.1847829924
1075	0.1847686402
1076	0.1847178907
1077	0.1847082554
1078	0.1846842339
1079	0.1846402321
1080	0.1846070626
1081	0.1846017238
1082	0.1845937355
1083	0.184580557
1084	0.1845484914
1085	0.1845122571
1086	0.1844585365
1087	0.1844367779
1088	0.1844296338
1089	0.1844160276
1090	0.1843982701
1091	0.1843858825
1092	0.184334399
1093	0.1842872618
1094	0.1842649405
1095	0.1842557895
1096	0.1842228711
1097	0.1841730548
1098	0.1841621976
1099	0.1841456755
1100	0.184138289
1101	0.1841221907
1102	0.1841110079
1103	0.1840833966
1104	0.1840740904
1105	0.1840622469
1106	0.1840592358
1107	0.1840496616
1108	0.1840317312
1109	0.184020812
1110	0.1840090009
1111	0.1839931158
1112	0.1839786826
1113	0.1839699237
1114	0.1839606796
1115	0.1839516188
1116	0.1839334598
1117	0.1839237001
1118	0.1839114818
1119	0.1838904365
1120	0.1838752978
1121	0.183858244
1122	0.1838421879
1123	0.1838093165
1124	0.183777839
1125	0.1837536463
1126	0.1837182958
1127	0.1837027832
1128	0.1836789967
1129	0.1836701032
1130	0.1836276824
1131	0.1836183168
1132	0.1835970247
1133	0.1835931769
1134	0.1835764552
1135	0.1835523765
1136	0.1835318676
1137	0.1835107287
1138	0.1834948687
1139	0.1834753359
1140	0.1834560418
1141	0.1834159475
1142	0.1833788165
1143	0.1833528757
1144	0.1833023719
1145	0.1832548096
1146	0.1832194552
1147	0.1831823892
1148	0.183160413
1149	0.1831414416
1150	0.1831352867
1151	0.1831092098
1152	0.1830627388
1153	0.1830388152
1154	0.1830261549
1155	0.1830165101
1156	0.1830082803
1157	0.1829715393
1158	0.1829514084
1159	0.1828865413
1160	0.1828763591
1161	0.1828598418
1162	0.1828403262
1163	0.1828283505
1164	0.182811832
1165	0.1827943076
1166	0.1827840572
1167	0.1827652103
1168	0.1827469186
1169	0.1827292463
1170	0.1827200001
1171	0.1827098015
1172	0.1826942952
1173	0.1826876347
1174	0.1826723271
1175	0.1826477671
1176	0.1826319637
1177	0.1826118991
1178	0.1825949442
1179	0.1825818675
1180	0.1825560843
1181	0.1825476889
1182	0.1825312491
1183	0.1825190969
1184	0.1824904197
1185	0.1824669769
1186	0.1824246825
1187	0.1824181208
1188	0.1823801288
1189	0.1823237116
1190	0.1823000356
1191	0.1822918771
1192	0.1822775474
1193	0.1822617838
1194	0.1822474357
1195	0.1822120068
1196	0.1821932546
1197	0.1821359887
1198	0.1821284818
1199	0.1821160721
1200	0.1821051802
1201	0.1820911741
1202	0.182067615
1203	0.1820534829
1204	0.1820495771
1205	0.1820419743
1206	0.1820305642
1207	0.1820204009
1208	0.1820033488
1209	0.1819804904
1210	0.1819655932
1211	0.181952327
1212	0.1819398431
1213	0.1819134345
1214	0.181901495
1215	0.1818915544
1216	0.1818805156
1217	0.1818670145
1218	0.1818463751
1219	0.1818326101
1220	0.1818196419
1221	0.1818068069
1222	0.1817995704
1223	0.1817746196
1224	0.1817647774
1225	0.1817430887
1226	0.1817348842
1227	0.1817223378
1228	0.1817137438
1229	0.1817033945
1230	0.1816902599
1231	0.1816699562
1232	0.1816579333
1233	0.1816496388
1234	0.1816389342
1235	0.1816275618
1236	0.1816035446
1237	0.1815671385
1238	0.1815441891
1239	0.1815008106
1240	0.1814907818
1241	0.1814852435
1242	0.1814722288
1243	0.1814233631
1244	0.181420755
1245	0.1813966504
1246	0.1813760592
1247	0.1813432281
1248	0.1813049648
1249	0.1812777618
1250	0.1812569717
1251	0.181245452
1252	0.1812126431
1253	0.1811996282
1254	0.1811898546
1255	0.1811765509
1256	0.1811680709
1257	0.1811434353
1258	0.1811312107
1259	0.1811226732
1260	0.1811148833
1261	0.1810724166
1262	0.1810585916
1263	0.1810459066
1264	0.1810131356
1265	0.1809880799
1266	0.1809823383
1267	0.1809674782
1268	0.1809460442
1269	0.1809338832
1270	0.1809039022
1271	0.1808916787
1272	0.1808717632
1273	0.1808682716
1274	0.1808562984
1275	0.180815083
1276	0.1808047848
1277	0.1807806811
1278	0.180771504
1279	0.1807655856
1280	0.1807515584
1281	0.1807408845
1282	0.1807233383
1283	0.1806968463
1284	0.1806816802
1285	0.1806786277
1286	0.1806616218
1287	0.1806398238
1288	0.1806277711
1289	0.1806142471
1290	0.1805927463
1291	0.1805846069
1292	0.1805718571
1293	0.1805598535
1294	0.1805509642
1295	0.1805394593
1296	0.1805311703
1297	0.1805029887
1298	0.1804847701
1299	0.1804766959
1300	0.1804718974
1301	0.1804675733
1302	0.1804623212
1303	0.1804367277
1304	0.1804192934
1305	0.1804104495
1306	0.1804030691
1307	0.1803975437
1308	0.1803763012
1309	0.180361293
1310	0.180348537
1311	0.1803147851
1312	0.1803020326
1313	0.1802922121
1314	0.1802706044
1315	0.1802634464
1316	0.1802008303
1317	0.1801891833
1318	0.1801575851
1319	0.1801370928
1320	0.1801099291
1321	0.180097792
1322	0.1800856209
1323	0.1800782865
1324	0.1800587226
1325	0.1800103441
1326	0.1800014719
1327	0.1799856446
1328	0.179975356
1329	0.1799543388
1330	0.1799477099
1331	0.1799369234
1332	0.1799193802
1333	0.1799084895
1334	0.1798885876
1335	0.1798801429
1336	0.1798623065
1337	0.1798570977
1338	0.1798293068
1339	0.1798265028
1340	0.179783321
1341	0.1797760862
1342	0.1797606039
1343	0.1797540427
1344	0.1797306706
1345	0.1797262293
1346	0.1797152855
1347	0.1797017876
1348	0.1796985531
1349	0.1796871186
1350	0.1796406235
1351	0.1796134483
1352	0.1795870765
1353	0.1795788484
1354	0.1795590563
1355	0.1795560255
1356	0.1795241996
1357	0.1794914425
1358	0.1794807425
1359	0.1794298526
1360	0.1794220031
1361	0.17940686
1362	0.1793917133
1363	0.1793830833
1364	0.1793761659
1365	0.1793725765
1366	0.179349539
1367	0.1793286479
1368	0.1793136631
1369	0.1793046455
1370	0.1792951562
1371	0.1792791318
1372	0.1792758077
1373	0.1792686825
1374	0.1792599796
1375	0.179255888
1376	0.1792326865
1377	0.1792189119
1378	0.1792134202
1379	0.1791910511
1380	0.1791775197
1381	0.1791634406
1382	0.1791548939
1383	0.1791410175
1384	0.1791346661
1385	0.1791277925
1386	0.1790861559
1387	0.1790732764
1388	0.179057628
1389	0.1790479166
1390	0.1790321079
1391	0.1790161791
1392	0.1789984912
1393	0.1789894413
1394	0.178981168
1395	0.1789767219
1396	0.1789629597
1397	0.178951564
1398	0.1789446751
1399	0.1789164575
1400	0.1789096329
1401	0.1788919662
1402	0.178883821
1403	0.1788756282
1404	0.1788486918
1405	0.1788396394
1406	0.1788252156
1407	0.1788101601
1408	0.1788070717
1409	0.1787928313
1410	0.1787866276
1411	0.1787832987
1412	0.1787749604
1413	0.1787673296
1414	0.1787630592
1415	0.1787341966
1416	0.1787197929
1417	0.1787138208
1418	0.1787104881
1419	0.1786985312
1420	0.1786779446
1421	0.1786363846
1422	0.1786279137
1423	0.1786164564
1424	0.1785968117
1425	0.1785905329
1426	0.1785837013
1427	0.1785725963
1428	0.1785663015
1429	0.1785497431
1430	0.1785305731
1431	0.1785189463
1432	0.1785063404
1433	0.1784836867
1434	0.1784706389
1435	0.1784586021
1436	0.1784371276
1437	0.1784313725
1438	0.1784188667
1439	0.1784101225
1440	0.1783965117
1441	0.178386735
1442	0.1783586778
1443	0.1783355641
1444	0.178327888
1445	0.1783027847
1446	0.1782833604
1447	0.1782749145
1448	0.178265193
1449	0.1782456037
1450	0.1782209969
1451	0.1781961951
1452	0.1781781344
1453	0.1781602582
1454	0.1781534662
1455	0.1781463178
1456	0.1781423426
1457	0.1781312429
1458	0.1781263388
1459	0.1781145127
1460	0.1780865779
1461	0.1780811247
1462	0.1780559673
1463	0.1780298308
1464	0.1780225384
1465	0.1780099579
1466	0.1780035332
1467	0.1779943645
1468	0.1779897062
1469	0.1779799928
1470	0.1779545036
1471	0.177932628
1472	0.1779257862
1473	0.1779177598
1474	0.1779093033
1475	0.1779022117
1476	0.1778952312
1477	0.1778577694
1478	0.1778353334
1479	0.177808177
1480	0.1777956726
1481	0.1777775717
1482	0.1777583617
1483	0.1777501332
1484	0.1777395098
1485	0.1777201043
1486	0.1777116002
1487	0.1777057985
1488	0.1776996964
1489	0.1776609516
1490	0.1776564811
1491	0.1776495452
1492	0.1776441605
1493	0.1776321578
1494	0.1776201849
1495	0.1776117438
1496	0.1776018634
1497	0.1775948059
1498	0.1775874444
1499	0.1775562552
1500	0.1775455692
1501	0.1775006168
1502	0.1774900019
1503	0.1774693324
1504	0.1774513471
1505	0.1774441782
1506	0.1774380455
1507	0.177433562
1508	0.1774270629
1509	0.177415381
1510	0.17740646
