iter	Logloss
1511	0.1773878806
1512	0.177374957
1513	0.1773669464
1514	0.1773641001
1515	0.1773476276
1516	0.1773381513
1517	0.1773277311
1518	0.1773204058
1519	0.1773108732
1520	0.1773073775
1521	0.1772706267
1522	0.1772575731
1523	0.1772519175
1524	0.1772423228
1525	0.1772239139
1526	0.1772084748
1527	0.1771692987
1528	0.1771569201
1529	0.1771408657
1530	0.1771262084
1531	0.177118231
1532	0.1770929075
1533	0.1770676199
1534	0.1770577563
1535	0.1770400164
1536	0.1770199448
1537	0.1769997957
1538	0.1769620295
1539	0.1769497813
1540	0.1768915444
1541	0.1768885086
1542	0.1768817332
1543	0.1768737879
1544	0.1768665375
1545	0.1768491666
1546	0.1768408801
1547	0.1768163346
1548	0.1768018008
1549	0.1767838591
1550	0.1767739481
1551	0.176769528
1552	0.1767513812
1553	0.1767446095
1554	0.1767392288
1555	0.1767299828
1556	0.1767269407
1557	0.1767143745
1558	0.1767020231
1559	0.17669152
1560	0.1766812143
1561	0.1766728892
1562	0.1766629639
1563	0.1766523719
1564	0.1766345716
1565	0.1766128298
1566	0.1765961729
1567	0.176555952
1568	0.1765402379
1569	0.176519184
1570	0.1765066681
1571	0.1764933352
1572	0.1764713244
1573	0.176447584
1574	0.1764289942
1575	0.1764210308
1576	0.1763965154
1577	0.1763792295
1578	0.1763683981
1579	0.1763282829
1580	0.1763183233
1581	0.1762959586
1582	0.176280482
1583	0.1762729414
1584	0.1762677836
1585	0.1762548553
1586	0.1762345493
1587	0.1762240441
1588	0.176216823
1589	0.1762028919
1590	0.1761944578
1591	0.1761723353
1592	0.1761694021
1593	0.1761619601
1594	0.1761454021
1595	0.176124809
1596	0.1761091703
1597	0.1761037337
1598	0.1760895472
1599	0.176080934
1600	0.1760773424
1601	0.1760672489
1602	0.1760547248
1603	0.1760456753
1604	0.1760206192
1605	0.1759967195
1606	0.1759736207
1607	0.1759660071
1608	0.1759240375
1609	0.1758938502
1610	0.1758741085
1611	0.1758658547
1612	0.1758618814
1613	0.1758592437
1614	0.1758089813
1615	0.1757988164
1616	0.1757943165
1617	0.1757687271
1618	0.1757623698
1619	0.175759152
1620	0.1757470482
1621	0.1757430451
1622	0.1757391584
1623	0.1757161378
1624	0.1757099977
1625	0.1757072496
1626	0.1756990028
1627	0.1756922899
1628	0.1756658495
1629	0.1756481762
1630	0.1756252778
1631	0.1756086301
1632	0.1756009341
1633	0.17558694
1634	0.1755842173
1635	0.1755760771
1636	0.1755414264
1637	0.1755334965
1638	0.1755279804
1639	0.1755187537
1640	0.1755009474
1641	0.1754957315
1642	0.1754897967
1643	0.1754781887
1644	0.1754704124
1645	0.1754612497
1646	0.1754532288
1647	0.1754182005
1648	0.1753827906
1649	0.1753802445
1650	0.175377954
1651	0.1753431542
1652	0.1753345822
1653	0.1753088865
1654	0.1753042219
1655	0.1752980633
1656	0.1752867639
1657	0.1752801447
1658	0.1752644138
1659	0.1752498896
1660	0.175229788
1661	0.1751984731
1662	0.1751841922
1663	0.1751508258
1664	0.175136274
1665	0.1751266401
1666	0.1751226421
1667	0.1751131033
1668	0.1750975064
1669	0.1750914895
1670	0.175072603
1671	0.1750658707
1672	0.1750445519
1673	0.1750348028
1674	0.1750251641
1675	0.1750116507
1676	0.1750033986
1677	0.1749843799
1678	0.1749608977
1679	0.1749272545
1680	0.174908687
1681	0.1748979901
1682	0.1748882859
1683	0.1748815124
1684	0.1748746112
1685	0.1748713775
1686	0.1748471172
1687	0.1748332739
1688	0.1748267127
1689	0.174817589
1690	0.1748003204
1691	0.1747951111
1692	0.1747884082
1693	0.1747771974
1694	0.1747408767
1695	0.1747086852
1696	0.1747004334
1697	0.1746951523
1698	0.1746794478
1699	0.1746506445
1700	0.1746361212
1701	0.1746093035
1702	0.1745967835
1703	0.1745878634
1704	0.1745429849
1705	0.1745396532
1706	0.1745366143
1707	0.1745279885
1708	0.1745215098
1709	0.1745135365
1710	0.1745007612
1711	0.1744908876
1712	0.1744861428
1713	0.1744769137
1714	0.1744709767
1715	0.174454244
1716	0.174436507
1717	0.1743711617
1718	0.174355653
1719	0.1743478499
1720	0.1743233947
1721	0.1742938203
1722	0.1742794119
1723	0.174268779
1724	0.1742531961
1725	0.1742469551
1726	0.174226067
1727	0.174215682
1728	0.1742101
1729	0.174200594
1730	0.1741942487
1731	0.1741830673
1732	0.1741771194
1733	0.1741722891
1734	0.1741521999
1735	0.174134029
1736	0.1741225554
1737	0.1741138361
1738	0.1741039798
1739	0.1740872552
1740	0.1740727892
1741	0.1740378225
1742	0.1740307564
1743	0.174017827
1744	0.1740106198
1745	0.1739879751
1746	0.1739654232
1747	0.1739532298
1748	0.1739420708
1749	0.1739282236
1750	0.1739187918
1751	0.1738888895
1752	0.1738806884
1753	0.1738612564
1754	0.1738508519
1755	0.1738327034
1756	0.173819198
1757	0.1738080777
1758	0.1737989603
1759	0.1737948913
1760	0.1737745758
1761	0.1737672285
1762	0.1737591424
1763	0.1737555168
1764	0.1737491342
1765	0.1737452621
1766	0.1737330248
1767	0.1737310562
1768	0.1737167819
1769	0.1737068857
1770	0.1737008657
1771	0.1736956213
1772	0.1736732391
1773	0.1736665468
1774	0.1736596376
1775	0.1736551331
1776	0.1736331468
1777	0.1736168723
1778	0.1736068509
1779	0.1735887242
1780	0.1735857982
1781	0.1735812312
1782	0.1735679979
1783	0.1735557872
1784	0.1735421718
1785	0.1735261431
1786	0.1735170993
1787	0.1735059443
1788	0.1734884458
1789	0.1734713895
1790	0.1734570219
1791	0.1734477533
1792	0.1734350441
1793	0.1734248474
1794	0.1734013954
1795	0.1733963465
1796	0.1733838469
1797	0.1733707006
1798	0.1733615766
1799	0.1733557639
1800	0.173343355
1801	0.1733362377
1802	0.1733134693
1803	0.1733046147
1804	0.1732969621
1805	0.1732922623
1806	0.1732854328
1807	0.1732800685
1808	0.1732767263
1809	0.1732698546
1810	0.1732635645
1811	0.1732581698
1812	0.1732511175
1813	0.1732464588
1814	0.1732383409
1815	0.1732342657
1816	0.1732136765
1817	0.1732013521
1818	0.1731915572
1819	0.1731775396
1820	0.1731644721
1821	0.1731600185
1822	0.1731389616
1823	0.1731350914
1824	0.1731256483
1825	0.1731056748
1826	0.1730967461
1827	0.1730847605
1828	0.1730753204
1829	0.1730580176
1830	0.1730526939
1831	0.1730352124
1832	0.1730238591
1833	0.1729969316
1834	0.1729884361
1835	0.1729817819
1836	0.1729645327
1837	0.1729507511
1838	0.1729400159
1839	0.17293139
1840	0.1729252252
1841	0.172910574
1842	0.1729056779
1843	0.1728917366
1844	0.1728835206
1845	0.1728780969
1846	0.1728613321
1847	0.1728570965
1848	0.1728465124
1849	0.1728280474
1850	0.1728043857
1851	0.1727963611
1852	0.1727899698
1853	0.1727696573
1854	0.1727665275
1855	0.1727446671
1856	0.172728124
1857	0.1727242327
1858	0.1727163782
1859	0.1727128581
1860	0.1727086083
1861	0.1726948499
1862	0.1726901674
1863	0.1726758464
1864	0.1726714049
1865	0.1726688484
1866	0.172663967
1867	0.1726512011
1868	0.1726370201
1869	0.1726194416
1870	0.1726172512
1871	0.1726127222
1872	0.1726094824
1873	0.1725969884
1874	0.1725660333
1875	0.1725528306
1876	0.1725443246
1877	0.1725288065
1878	0.1725104474
1879	0.1725032566
1880	0.1724884528
1881	0.1724778267
1882	0.1724740485
1883	0.1724668561
1884	0.1724633825
1885	0.172451457
1886	0.1724351235
1887	0.1724214005
1888	0.172393542
1889	0.1723820671
1890	0.1723734839
1891	0.1723619692
1892	0.1723511225
1893	0.1723460904
1894	0.1723391448
1895	0.1723251603
1896	0.1723120621
1897	0.172305476
1898	0.1722917855
1899	0.1722729584
1900	0.1722602401
1901	0.1722512692
1902	0.1722456594
1903	0.1722404201
1904	0.172233236
1905	0.1722251017
1906	0.1722110133
1907	0.1722084342
1908	0.1722064532
1909	0.1722006005
1910	0.1721847026
1911	0.1721790591
1912	0.1721253564
1913	0.1721143195
1914	0.1721108727
1915	0.1720987774
1916	0.1720822503
1917	0.1720720343
1918	0.1720660552
1919	0.1720551757
1920	0.1720458989
1921	0.1720362263
1922	0.1720329885
1923	0.1720278111
1924	0.1720049267
1925	0.1720004024
1926	0.1719933051
1927	0.1719842116
1928	0.1719670228
1929	0.1719512429
1930	0.1719383989
1931	0.1719341872
1932	0.1719298171
1933	0.1719238926
1934	0.1719142003
1935	0.1719076351
1936	0.1718973598
1937	0.1718928189
1938	0.1718911105
1939	0.1718880657
1940	0.1718766016
1941	0.1718678265
1942	0.1718556102
1943	0.1718473047
1944	0.1718432947
1945	0.1718347382
1946	0.1718259356
1947	0.1718204596
1948	0.1717786697
1949	0.171772903
1950	0.1717526718
1951	0.1717461639
1952	0.1717433263
1953	0.1717284486
1954	0.171726195
1955	0.1717201721
1956	0.1717089556
1957	0.171704744
1958	0.1716865282
1959	0.1716762542
1960	0.1716652949
1961	0.1716556225
1962	0.1716289968
1963	0.1716142224
1964	0.1716047506
1965	0.1715887116
1966	0.171580473
1967	0.1715720915
1968	0.1715614217
1969	0.1715118216
1970	0.1715029026
1971	0.1714943018
1972	0.1714900325
1973	0.1714821655
1974	0.171478051
1975	0.1714637626
1976	0.1714500474
1977	0.1714443671
1978	0.1714390428
1979	0.1714213856
1980	0.1714162713
1981	0.1714095547
1982	0.1714015098
1983	0.1713963757
1984	0.1713931778
1985	0.1713870805
1986	0.1713617195
1987	0.1713561918
1988	0.1713437953
1989	0.1713375117
1990	0.1713320893
1991	0.1713286861
1992	0.1713206784
1993	0.1713164058
1994	0.1713091694
1995	0.1713039631
1996	0.1712998135
1997	0.1712873082
1998	0.1712587717
1999	0.1712466246
